"","No","事故状況","ガス種","原因","結果","突発性","状況"
98,17909,"ガス臭がするとの通報を受け、調査を行ったところ、付近の下水道マンホールからプロピレンが検出された。埋設導管の破損が疑われたため掘削調査したところ、導管に外部腐食による開口が2箇所確認されたもの。","a","a","a","b","d"
99,16620,"現場にてＲＴ調査を実施中に協力社員が漏えいを発見した。
原因は現在調査中。接合状態の良くなかった隅肉溶接の溶接境界部が炭酸腐食で減肉し漏えいに至ったと推察する。","d","d","a","b","c"
100,15675,"6/5　14:10頃、当該事業所スルフォラン装置リカバリーカラム溶射補修工事の着手に向け、ガス溶射装置を設置・始業前点検の実施後、着火テストを実施した際、アセチレンホースが破断し、火災(小火)が発生。14:11に関係官庁に連絡、自営防災組織を発動するとともに、現場付近の工場責任者にて、20型消火器2本により、14:15に消火。14:45に鎮火確認。工事前の着火テスト時にアセチレンの流量が10l/minまで低下(通常は18～27)したことから、ホースの閉塞箇所の特定のため点検を実施したが、担当者は逆火の可能性がある状態とは認識していなかったため、酸素・アセチレンの供給源は遮断しておらず、再度、酸素・アセチレンを混合させるためにバルブを全開とした際に、逆火を招き、火災(小火)が発生した。
原因は、溶射ガンの内部に何らかの原因でブースト材(吹き付けたアルミナ)が混入し、ガンの先端ノズル穴を閉塞させたものと推測される。
ただし、今回の溶射準備作業中に、先端ノズルにブースト材が混入したとは考えにくく、火災が発生した機器は別の現場で使用されていたものであることから、着火テストを実施した時点ですでに混入していたと推測される。","a","d","b","c","d"
101,15117,"液化アルゴン製造設備停止後の終了点検の際、係員がNo.1LAR貯槽の液取り出し第1弁付近の保温材の一部に霜付きを発見した。保温材を取り除いたところ、液取り出し第1弁のボンネット部から微量な漏れがあることが判明し、増し締めを実施した。翌日(霜付き解凍後)、石けん水で再確認したところ、漏れがあり、ボンネット部に小さなピンホールがあることが分かった。原因は、ボンネット内のガスケットが温度変化で収縮したことにより漏れが発生し、増し締めを行った際に規定以上のトルクがかかったため、ガスケットが切れて漏れが発生したと推定される。袋ナットのピンホールは、漏えいの直接原因ではないが、製造由来のもの(個体差)ではないかと推定される。","d","a","a","b","c"
102,16875,"平成31年1月21日に当該設備が異常のため自動停止した。同月28日に当社設備担当部署が調査したところ、冷媒の圧力計が0MPaを表示し、フロン（R-407C）が約3kg漏えいしたことを確認した。同月３０日にメーカーが調査したところ、漏えいした箇所は、蒸発器である事が判明した。","d","d","a","c","d"
103,17984,"8月27日（金）5時41分、設備稼働中に潤滑油エダクタ入口弁付近の銅管締結部（フレア部）に潤滑油の滲みを確認し、銅管締結部の増し締めを行ったが油滲みが解消出来ず、同日7時50分に冷凍機を停止した。同日11時に設備メーカーにより増し締めと溶着テープ巻による応急措置を実施し11時20分に漏れは解消された。9月7日に設備メーカーが恒久対策を実施し、また、同日に冷媒と潤滑油の引抜を実施した結果、冷媒194.25kgの漏えいが判明した。","d","d","a","c","a"
104,13167,"12月20日、休日で出勤者無しの状況であった。窒素CEの傍らに設置していた「作業主任者の職務」を記載した立て看板が強風により転倒し、CE送液ラインの液取り出し弁に当たり、そのはずみでバルブが開き、LN2が漏えいした。警備員による発見が20日の16時11分頃であるが、9日16時までは出勤者があり異常はなかったので、漏えいが発生したのはそれ以降の発見されるまでの時間帯と考えられる。発見した警備員が事業所担当者に電話連絡すると同時に、当日出勤していた同敷地内の他事業所の社員に連絡し、その者が開いたバルブを閉止し、漏えいが収まった。最終確認は、16時35分頃である。原因は、窒素CEの傍らに設置していた「作業主任者の職務」を記載した立て看板(大きさ47cm×62cm厚み2cm脚を含む全高109cm)が強風により転倒し、CE送液ラインの液取り出し弁に当たり、そのはずみでバルブが開いたためと推定される。","d","c","a","c","d"
105,17825,"トリフルオロプロピンを3リットルの容器から300ccの容器に小分けする作業中に、容器が破裂し、従業員1名が左太もも、左耳を負傷した。（小分け作業は、液体窒素で冷却した小容器にて気体のトリフルオロプロピンを深冷し、固化捕集するもの）。捕集後、容器を常温に戻し、ガスを気化させるために流水で加温した際に破裂したと考えられる。 ","a","d","d","a","b"
106,9417,"オクタノールプラント付近にて、パトロール中の係員が加熱炉の入口配管の保温隙間から水滴が落ちている状況を発見したが、前日までの雨によるものと判断し、様子を見ることとした。翌日午前10時00分頃、再び水の滴下が確認されたため、保温継目に酸素検知器を近づけたところ数値の低下を確認した。ガス漏れが疑われたので、この部位の保温を取り外したところ、2箇所からの漏えいが確認された。原因は、漏えい箇所は、上部から炭酸ガス(100℃)6Bの水平流れに対し、下部から高温の水蒸気(170℃)3Bが合流するT字部であった。ガスと蒸気の流速差から、合流後もすぐには均一にはならずに、配管上部には炭酸ガスが、下部は水蒸気が流れ、これにより配管上下に温度分布が発生していたと推測される。このため、両者の境目付近の配管部位では、流体のわずかな流量変化により表面温度が急激に変化するため、熱サイクルが生じ、疲労破壊が進行して漏えいに至ったものと推定される。今後は、温度差が発生しないような配管形状、蒸気導入位置などの検討、変更の計画を進める。","d","a","a","b","c"
107,5520,"運転員がパトロール中、イソブチレン配管付近で異臭を感じたため調査したところ、配管のサポート接触部からイソブチレンが漏えいしていることを発見した。ただちにプラントを停止し、配管を取り外して点検したところ、配管のサポート接触部にあたる底部が腐食しており、0.1mm径の孔が1箇所開いていた。原因は、配管周囲に巻いていた防食テープの一部がよじれて隙間ができ、その隙間に侵入・残留した海水・雨水によって配管が外面腐食したものとみられる。今後は、配管を更新し、また類似箇所（サポート接触部）においては非破壊検査（超音波）を実施することとした。","a","c","a","b","c"
108,13617,"3月30日(水)5時41分、ローリへ液体酸素を充てんするためにローリの運転員がポンプを起動したところ、直後にポンプの保冷箱より出火しているのが確認された。すぐにポンプを停止し、運転員から連絡を受けた事業所の従業員2名が現場へ急行した。近くの温水を使って消火を行い、5時50分頃に被覆等をはがし、完全に消火していることを確認した。充てんポンプ起動直後に出火していることから、ポンプ保冷箱内はメカニカルシール部から漏れた酸素ガスが充満した状態になっており、ポンプ起動により何らかの原因で回転部より火花、または静電気を着火源として保冷箱内の保冷材(グラスウール、発泡ウレタン)に引火したと思われる。今後は、全社員へ事故発生時の迅速な通報と対応についての周知教育を実施する。設備構造(保冷箱構造･環境等)を見直す。監視体制を強化する。日常点検を見直す。保守管理要領を見直す。他のポンプへ水平展開を行う。","a","a","b","c","b"
109,8290,"平成22年6月4日10時頃、事業所内で、エアコン屋外機の冷却器フィンの冷媒配管に穴が開き、冷媒（R22）が漏えいした。直ちに、屋外機の運転を停止し、室外機、室内機間の冷媒配管のバルブを閉じた。屋外機内の冷媒は全量放出された状態であった。原因は、経年劣化により冷却器フィンの冷媒配管に穴が開いたためと推定される。","d","a","a","b","a"
110,12178,"加圧ガス入口元弁下部配管断熱材(硬質ウレタンフォーム)外装板と水切りのシール部分を切断中に、同弁下部配管外装内部から発煙が見られたので、粉末消火器を使用するも発煙は収まらなかった。そこで、同弁上部断熱材外装板を取り外したところ、火災が発生したため、水バケツと消火器により消火した。原因は、加圧ガス入口元弁フランジ部から漏えいした酸素ガスが、同弁下部配管の断熱材と外装板のすき間に滞留し、グラインダーの火花により断熱材が発災したものと推定される。今後は、類似構造物の点検を行う。","a","b","b","c","d"
111,17983,"（経過）8/31
9：10　パネル室の警報監視装置「反応器ラプチャー圧力」アラームが作動。交代運転主任（以降運転主任）から製造係長へ報告
9：11　運転主任は、DCS監視画面で反応器の運転状態を確認し、正常な運転状態である事を確認した。
9：14　運転主任は、運転員に反応器のシーケンスを停止するよう指示した
9：14　運転員の操作により、反応器の運転シーケンスの停止が完了した
9：16　建屋に常設されている可燃性ガス検知器の内、3Fに設置してある2つが作動した。ガス検知器は両方ともに1、2回ほど、点灯し、すぐに復帰した（パネル室ではガス濃度が確認できない。ガス検知濃度は1000ppmである）
9：18　運転主任は現場に急行し、建屋１Fから上階を見上げた際、反応器ラプチャーディスク（以下、RD)の放出口付近（建屋屋上）よりガスの放出音が聞こえた（建屋屋上のRD放出口からはガスは見えなかったが、ガスの漏えいと判断）
9:21　運転主任が火災報知器の釦を押した
9:21　運転主任が119番通報を行った
9:21　製造係長から製造課長へ電話連絡
9:22　運転主任は、運転員に緊急停止操作を指示し、反応器内のブタジエン等混合ガスをフレアースタックヘ抜き出す作業（緊急ベント）を開始した
9：25　現地防災隊を設置
9：58　プラント周辺道路の可燃性ガスを測定した（可燃性ガスは検知されなかった）（以降、10:16、10:33、10:44にも測定し、いずれも可燃性ガスは検知されなかった）
10：18　反応器のフレアースタック緊急ベントが完了した（完了時の反応器内圧0.10MPaG)
 10:42　パネル室の反応器ラプチャー圧力警報が消灯した（アラーム消灯時の反応器内圧0.05MPaG)
11：09　公設消防と製造課員と共に安全確認のため、建屋に立ち入った
11：15　建屋の屋上(RD放出先周辺）の可燃性ガスを測定した（可燃性ガスは検知されなかったが、放出口先端から若下のガス放出を確認した）
11:15　公設消防による安全確認が完了した
11:18頃　公設消防より、放出口の先端からのガスの放出がなくなるまで、建屋の屋上の危険個所を立入規制するように指示を受けた
11：30　公設消防が事業所から退場開始
11：45頃　現地防災隊解散
11：50　災害対策本部解散
13:00　建屋屋上の危険個所の立入規制を解除した
9月01日（水）
15：00頃　反応器の内容物を後工程へ送液し、反応器を空とした。","a","d","a","c","d"
112,3759,"メチルアミン製造設備のアンモニア、メチルアミン等を含む流体配管の断熱材の外装が踏まれて凹み破損したために、そこから雨水が浸入し、配管の外面温度による蒸発と外気温による凝縮を繰り返したことで、局部的な外面腐食によるピンホールが発生し、アンモニア、メチルアミン等のガスが漏えいした。","c","c","a","b","d"
113,17102,"①4/22　メーカーによる定期点検を実施したところ、外観目視検査にて油が液だれしたような跡を発見。フロンチェッカーで反応したため、漏れ確認用スプレーを塗布したところ、カニ泡程度の微量な漏れを発見したため当該冷凍機を即停止。
②4/22　事業所内にて点検結果の協議実施⇒フロン漏えいありと判断し、県工業保安課へ連絡実施
冷凍機からフロン回収を実施し、充填量42kgに対し、回収量5.2kgであった。漏えい36.8kgを確認。","d","d","a","c","c"
114,1738,"酸素ガス容器の充てんが終わったので、手元の切替えバルブを閉めたところ、バルブが溶融し、火が噴き出した。バルブのパッキンにはポリエチレン系樹脂が使われていた。","a","d","b","a","b"
115,15816,"現場パトロール時に、異音を確認したので、予備機を起動して当該圧縮機を停止した。
圧縮機停止後、窒素で気密検査を行ったところ、3段吸入スナッバーのドレンノズルの溶接部近傍に割れを確認した。7/12　23:30頃、現場パトロール時に、異音を確認したので、予備機を起動して当該圧縮機を停止した。
圧縮機停止後、7/13　5:23頃、窒素で気密検査を行ったところ、3段吸入スナッバーのドレンノズルの溶接部近傍に割れを確認した。
酸素圧縮機(往復動圧縮機)起因の振動による疲労割れと判断した。","a","a","a","b","c"
116,13102,"定常運転中、運転員が巡回していたところ、プロピレン回収設備のプロピレン塔塔頂油受槽バイパス配管に霜が付着し、プロピレンが漏えいしていることを覚知した。ただちに当該設備を停止し、漏えいは停止した。原因は、保温外装鉄板の切欠き部の雨水シールが劣化し、その劣化部分から雨水が浸入して外面腐食が進行したと推定される。今後は、当該設備の保温配管を対象に拡大検査を行う。","a","c","a","b","a"
117,17082,"工場高圧圧縮機（高圧ガス設備）は通常運転中であった。8時11分に現場設置のガス検知器が作動し、運転員は現場にて当該圧縮機シリンダー吐出配管付近より、エチレン漏えいを発見した。運転員は直ちに計器室に連絡し当該圧縮機を緊急停止させ、エチレン漏えいは収まった。製造課長は当該圧縮機の縁切り脱圧操作を指示し、市消防に通報した。","a","d","a","c","a"
118,17940,"当該工場では、反応槽を冷却する水の冷却用に冷凍機を使用しており、8月8日（日）から当該機器の運転を開始した（生産する銘柄によっては使用しない場合もあることから）。
8月10日（火）15：26に、フロンガスが少なくなったときに発報する異常警報（吸入圧力センサーPs作動）が警鳴したため、運転員が現場を確認したところ、2台ある圧縮機のNo1側の圧力が低下しており、点検した結果、異常と判断し16：00頃に運転を停止した。この時点でフロンガスの圧力はゼロMPaとなっていた。
8月11日（水）、当該冷凍機を設置しメンテナンスを行っているメンテナンス業者が来場して点検を実施し、フロンガスの漏洩を覚知した。
8月21日（土）、プレート式熱交換器入口から窒素加圧を行い、加圧と同時に漏れが確認できたため、プレート式熱交換器内の冷水管の破損が原因と判明した。","d","a","a","c","a"
119,4515,"11月21日、エチレンオキサイド製造施設では定修後のスタートアップ準備を終え、エチレンオキサイドの生産を開始するため酸素フィードを開始した。その後、酸素フィードの流量を増やしていったが、約８時間後の18時頃に酸素コンプレッサー出口側ガスストレーナが焼損しているのを発見したため、プラントを停止させた。原因は上流側熱交換器のノズル部取り替え工事の際に金属粉が系内に混入し、系内の金属粉が酸素とともに配管内を流動する際、配管壁面と摩擦・衝突を繰り返したため熱が蓄積されて赤熱粒子となり、ガスストレーナに捕集された。その後、赤熱粒子が引き金となって金属粉の燃焼が始まり、金属粉の燃焼熱によりガスストレーナの金網、ガスストレーナ本体が焼損したものとみられる。今後は開放点検後の設備復旧時に金属粉等の混入がないことを確認すること。ガスストレーナに表面温度計を設置して、ストレーナの表面温度を監視することとした。","a","a","e","c","b"
120,17259,"令和2年9月1日16時07分頃、蒸留塔の下部ハンドホールよりフロン類（主成分はフロン22、微量の四フッ化エチレンを含む）の高圧ガスが漏えいしているのを発見した。","d","d","a","c","d"
121,17114,"令和2年（2020年）4月8日（水）：通信異常アラーム発生。
令和2年（2020年）4月14日（火）：室内機コントロールパネルにエラーコード(冷媒不足）の履歴があったため運転を停止。
令和2年（2020年）4月20日（月）：ガス検知器にて漏洩箇所を調査した結果、室内機熱交換に反応が出たため冷媒を室外機側へ圧送。
令和2年（2020年）5月8日（金）：室内機側を気密検査するが、圧力降下はなく、漏れはないと判断。室外機側へ圧送のフロンを回収し、室外機側の気密試験を行ったが、圧力降下なし。気密試験後、室外機側をガス検知器で調査を行うと圧力調整弁に反応が出た。
令和2年（2020年）7月1日（水）：気密試験を行い、圧力調整弁からの漏れを確認。
令和2年（2020年）7月21日（火）：TVL超音波式リーク診断にて、室内機熱交換器からの漏れを確認。
令和3年（2021年）1月：圧力調整弁及び熱交換器を交換。","d","a","a","c","d"
122,17283,"21：42にプラント定期巡回にて異常なしを確認後、22：40に装置スタートアップ作業の現場パトロールにおいて、LPGアディップスクラバートップ出口ラインの安全弁行き配管からLPG漏えいを発見し、FCC装置を緊急停止、降圧を開始した。22：44に119番通報。","a","d","a","c","c"
123,17201,"運転員が定期点検時、反応槽出口配管に設置されている三方弁上流の配管に霜付きを発見した。内容物（アルキレート（高オクタン価のガソリン基材）とブタンの混合物）が漏えいしている可能性があるため、アルキレーション装置を緊急停止し、当該個所の縁切りおよび降圧作業を実施した。","a","d","a","c","c"
124,11191,"7時49分に、本チラーが停止し、その後装置の再稼働/停止を2回繰り返したため、設備トラブルと判断した。業者による点検の結果、“冷媒漏れ”を確認した。その後“冷媒漏れ”を起こしている配管を修理する部品を手配し、3月26日より修理を開始し、3月29日に修理を完了した。原因は、メーカー所見から、経年劣化により凝縮器銅管チューブと銅管チューブ固定部に隙間が出来て振動等により銅管チューブが摩耗し亀裂が入ったことにより、冷媒ガスが漏えいしたものと推定される。今後は、亀裂の入ったチューブ両端を金属栓で塞ぎ、通水（ガス漏えい）に用いないこととする。","d","a","a","b","d"
125,2462,"メチルアミン製造装置の通常運転をしていたところ，原料供給工程の熱回収用予熱器と蒸発器との間にあるＵ字型配管の直管部に巾40mm×長さ60㎜の穴があき、原料ガスが噴出した。この破損箇所は立下り管→エルボ→短管→エルボ→立上り管という構造となっているため、気液混相流の流動状態は複雑であり、かつ流速が速いために減肉が生じ破損に至ったもの。破断面は刃先のように鋭くなっおり、破損部近傍の内表面はリップル模様が認められ、流速が速いことが確認された。また、減肉の最も著しい部分は金属表面がえぐられたようになっておりエロージョンの様相を呈している。","c","a","a","b","a"
126,716,"硫化水素をボンベに充てん中フレキシブルチューブが破損し、約10分間流出した。","c","a","a","c","d"
127,17111,"工場の定期修繕後に当該冷凍機を稼働したところ、低圧カットエラーが発生した為、メーカーに依頼し点検を実施した。原因が特定できなかったため、冷媒を抜き取ったところ、＃1冷凍サイクルは出荷時の封入冷媒量28kgに対し残量10kg、＃2冷凍サイクルは封入冷媒量28kgに対し残量10.3kgで、合計35.7kgの冷媒の減量が判明した。","d","d","a","c","b"
128,5571,"事業所に設置された2重殻型円筒横型可搬式超低温容器（充てん容量2000L）1基に液化水素を充てん後、車両に当該容器を積載し移動を開始した。高速道路インターチェンジを走行中、当該容器の安全弁が作動し、水素ガスが漏えいした。車両はインターチェンジ付近の合流部附近の路肩に停車したが、安全確保のためサービスエリアに移動し、周辺の安全を確保して徐々に全ガスを放出した。原因は、内容器を外容器内にて固定・保持している板が、疲労により破断し、内容器が外容器内にて脱落したためとみられる。内容器は振動することとなり、このため内容器から外容器を貫通している配管の貫通継手溶接部に繰り返し応力がかかり、き裂が発生し、水素が内容器と外容器の間の真空層に入り込んで真空断熱不良が生じたため、温度及び圧力が上昇し、安全弁が作動して水素が噴出したものと考えられる。また、当該容器の検査履歴を確認した結果、法定通りの検査周期で検査が行われていなかった。さらに、充てん所も容器再検査済のチェックがなされないまま充てんしていた。今後は、容器管理を徹底することとした。","a","a","a","b","d"
129,16066,"停止していた施設の運転再開に向け、溶剤分離塔の暖気を開始して1時間後に溶剤分離塔からアセチレン分離塔への配管からブタジエンを含んだアセトニトリルが漏えいしているのを発見し、バルブ閉止による縁切りを実施した。施設の停止中に配管が外気温まで下がり収縮したことが直接原因である。通常であれば、配管のエキスパンジョンや配管の曲り部で収縮は吸収されるが、当該配管はシューの可動範囲を超え、シュー脱落防止の突起が架溝に引っかかった為、伸縮の応力を緩和することができず配管を引っ張り、開き報告に弱かったフランジを開口させた。","a","a","a","c","b"
130,10215,"事業所構内の第一桟橋にて荷役準備中に、作業員がバルブ操作を間違えローディングアーム内にブタジエンを流入させたが、作業員はブタジエン流入に気づかずローディングアームの接続を依頼、船員がブラインドフランジを開放しようとした瞬間にブタジエンが漏えいした。その直後、船員がフランジを締め直し漏れが止まった。原因は、荷役作業記録書に書かれている操作法が分かりにくい表現になっており、バルブ操作順序を間違えたためと推定される。また、作業員2名の力量ランク(5段階の3と1)が低く、バルブ操作の間違いによりブタジエンがローディングアームに流入したことを認識できていなかった。今後は、作業手順をフローチャートに変更するとともに、現場バルブに番号を表示しフローと対比することで、分かり易い手順に改正する。また、力量ランク4以上(自分で判断し確実にできるレベル)の作業員1名従事を必須とする。","a","b","a","a","d"
131,12054,"運転員が現場巡回中に通りかかった際に、ブタン･ブテンC4留分と溶剤(DMF(ジメチルフォルムアミド))が通る保温配管より糸引き状の漏れを発見し、状況確認後直副長に連絡した。直ちに当該配管の縁切りを実施し、漏えい停止を行った。漏えいが停止しなかったので、縁切り範囲を一段広げて実施したところ、漏えいは停止した。装置を停止後に検査した結果、内面腐食による穿孔が確認された。原因は、装置停止時の水洗作業で配管内壁とポリマーの間に保持された水分が、DMF内に微量に含まれるギ酸と結びつくことで酸性水となり、配管底部の腐食が進行したものと推定される。(ギ酸およびポリマーの発生メカニズムについては下記参照※)。配管腐食管理において、ギ酸腐食は考慮し管理していたが、エロージョン･コロージョンを想定していたため、配管底部に着目した検査が行われず、今回発生した部位での腐食を検出できなかったものと考えられる。※:漏えい配管の系内はソルベントとしてDMFが流れており、それが微量に存在する水との間で加水分解を起こし、ギ酸を生成する。また、漏えい部位上流にあるT-702(ブテンストリッパー)塔底留分には微量の反応性モノマー(ブテン類、ブタジエン)が含まれ、これらの成分の熱重合により微量のポリマーが生成する。このポリマーは長期運転の過程で下流配管の内面を覆うように付着する。今後は、①運転中に配管内壁にポリマーが付着する系統に対して配管底部の腐食に着目した検査を行い、腐食率が問題ないことを再確認する。②ポリマーが配管に付着してその下に水が入り込み酸腐食を発生させるDMF系統では、配管肉厚検査の検査ポイントとして配管底所が必要なことを保全基準に反映し、関係者に周知･教育する。①，②に基づき、DMF系統の配管検査計画を見直す。","a","a","a","b","c"
132,17618,"別施設の冷媒を回収してしまい、撤去する施設の冷媒を回収しないまま配管を切断してしまった。
2月1日（月）10:00 空調機冷媒ガス回収作業を実施したが、誤って撤去対象外の空調機の冷媒ガスを回収していた。
2月2日（火）13:30 撤去対象の空調機の配管を切断した時に、冷媒ガス(R410A)が漏えいした。推定漏洩量：61.  8 kg ","d","b","a","a","d"
133,3538,"使用中の液化塩素5㌧コンテナが空になったので、別の5㌧コンテナに切り替えた。空コンテナのバルブを閉め、空コンテナとの接続フランジのナットを取り外していたところ、装置と接続する配管側のバルブを閉め忘れたため、接続部から塩素ガスが漏えいした。この事故により作業員は両眼に軽傷を負った。","c","b","d","a","b"
134,4863,"8時55分より液化エチレンを船荷積みしていたところ、導管パトロール業者が同ラインから液化エチレンが漏えいしているのを発見した。送出ポンプのストップ及び荷役停止を指示。その後脱圧を開始し、液化エチレンの漏えいが停止した後、窒素パージを行った。なお液化エチレンの漏えい量は80㍑である。長期使用の間に運転・停止を繰り返したことにより、外表面の結露による水分の生成、施工不良・経年劣化により雨水等が断熱材を通じて含浸したことにより、断熱材下の配管表面で腐食が発生し、配管下部で開口したものとみられる。","a","a","a","b","d"
135,1122,"消火訓練台にファイヤーボスの消火薬剤（りん酸素無機物）を充てんしようとして、薬剤充てん口を開けたところ中に入っていた窒素ガスの圧力で蓋が飛び作業員の顔に当り即死した。作業員が残ガスの確認をしなかったと思われる。","d","b","d","a","d"
136,15624,"2018/5/9　10:30頃、当該事業所の低温LPガス入出荷・貯蔵設備において、低温ブタン受入配管の保冷箇所付近に霜が付いていることを職員が発見したため、可燃性ガス検知器で周囲のブタンの漏えいを確認したところ、検出限界以下の濃度であった。
しかしながら、当該配管への霜付きはブタン漏えいによる気化熱が原因である可能性が極めて高いため、速やかに上下流バルブを閉止し、当該部を縁切り・脱圧・窒素パージ作業を実施するとともに、宮城県総務部消防課および塩釜地区消防事務組合消防本部に通報した。
縁切り系統への窒素パージ作業が終了した5/14に、保冷箇所を解体し目視検査したところ、配管に1mm程度の開孔部が確認されたことから、同日10:40頃、宮城県総務部消防課に改めて事故報告として通報した。漏えいのあった配管に巻かれた保冷外装が経年劣化により剥がれ、その隙間に大気中の水分が入り込み、配管に付着した。配管に低温のブタンが流れた際には付着した水分が凍結し、ブタンの流れが止まった際には融解するというサイクルが繰り返された結果、漏えい箇所は湿潤環境となり腐食が発生し、開孔が生じたものと考えられた。
なお、東日本大震災時の津波により水没した機器および配管については順次点検を実施しているが、漏えい箇所は水没しておらず、点検の優先順位を下げていたため、未然防止に至らなかった。","a","c","a","b","d"
137,15003,"屋内にある空調機で運転中に圧力が低下した。冷媒漏れの可能性があったため、窒素置換により漏れをチェックした結果、冷媒配管から漏れを確認した。詳細は調査中だが、設置後29年が経過していることから、配管内面からの腐食により、経年で減肉して破孔に至ったと推定される。","d","a","a","b","a"
138,17885,"この水素ステーションは、平日の13時から16時30分を営業時間として、燃料電池自動車（FCV）に２㎏から４㎏の圧縮水素を圧力70～80メガパスカルまで充填販売しているステーションである。整備に関しては、自主点検、メーカー月次点検の他に、定期自主検査を２週間強の期間をかけて実施しており、令和２年度は９月に定期自主検査を実施した。
令和３年７月31日（土）、通常通り開店前にディスペンサー内（緊急離脱カプラー部分を含む）及び充填ホース先端まで80メガパスカル弱の運転圧力にて保圧試験を行い、漏洩がないことを確認した上で、13時より営業を開始した。
同日15時57分に蓄圧器に水素を蓄圧するため水素圧縮機を起動したところ、水素圧縮機室内の拡散式ガス検知器が水素漏洩を検知・発報し、インターロックにより全設備を緊急停止した。設備外に漏洩による影響なし。
令和３年８月１日（日）水素ステーション保安員にて漏洩箇所調査を行い、水素圧縮機５段バルブブロックに漏洩（石鹸水によるカニ泡）を確認。
令和３年８月10日（火）漏洩箇所（水素圧縮機５段バルブブロック）を開放点検し、Oリングの破断を確認。新品交換し復旧。水素圧縮機を段階的に所定圧力（82メガパスカル）まで昇圧し、漏洩がないことを確認した。","a","a","a","c","a"
139,17086,"令和2年3月27日のチラー設備年次点検にて、水冷却器内の冷水中より冷媒（フルオロカーボン407C）を検知する。調査の結果、接続配管等での漏れは確認できなかったため、水冷却器内部にて冷媒が漏えいした可能性が高いとのこと。（点検業者推定）","d","d","a","c","c"
140,7305,"7:50頃、出社した社員から運転監視業務を実施していた合成ゴム中央計器集中室に溶剤臭がすると連絡があった。監視パネルでは異常は見られなかったが、運転員が現場の点検を開始した。8:20、パトロール中の運転員が脱水塔フィード配管のフランジ近傍から溶剤が漏えいしていることを発見した。直ちに、脱水塔のフィードを停止し、応急処置として溶剤漏えい配管の前後弁を閉めて縁切りの実施、及び液抜きを行い漏えいは止まった。漏えい量は、約227lと推定されるが、全量揮発したために回収量はゼロであった。漏えい箇所の配管切断面を目視にて確認した結果、外面からの腐食が明らかなことから、保温カバー内に侵入した雨水が腐食の要因であると推定される。保温カバー内に雨水が侵入後、さらにフランジ近傍部分に滞留し、流体温度が60℃前後であり最も腐食が進行しやすい温度環境になっていたことが重なり、集中的に漏えい箇所の外面腐食が進行し、開口に至ったと考えられる。","a","c","a","b","c"
141,16375,"ボイラーフィードウォーターシフトガス熱交換器入口配管保温内からの水滴を確認し、漏えいの疑いがあったことから、運転を停止し、装置内を脱圧、不活性ガスに置換後、保温を解体して目視点検を実施したところ、配管の微細漏えいを確認した。【直接原因】
原因は長期間にわたり、降雨時当該配管の上部ステージから雨水が滴下したため保温が劣化し、雨水が混入したことで雨水中の塩化物イオンが濃縮したことにより発生した塩化物応力腐食割れによるものと推定する。
理由は以下の通り。
1）漏えいした配管上部にはステージがあり、雨天時にステージの隙間から雨水が当該配管に常時滴下する状態となっていた。
2）漏えい部の保温上部が劣化し、開口していた。
3）配管温度は常時160℃程度であり、保温内に流れ込んだ雨水は蒸発し、雨水中の塩化物イオンが濃縮する環境になっていた。
4）漏えい配管はオーステナイト系ステンレス鋼のため、濃縮した塩化物イオンにより、塩化物応力腐食割れが発生した。

【本質原因】
保温配管の外面腐食に対する視点不足と判断する。理由は以下の通り。
1）当該配管は通常パトロールにおいて、下部ステージから見ると保温状態が健全に見えており、上部のみが劣化しているという認識がなかった。
2）上部ステージの隙間から雨水が滴下することで、保温の劣化を早めることは知識として認識しているものの、当該配管がその状態にあるという認識が薄かった。","a","c","a","b","a"
142,14573,"3月23日10時頃、冷凍機の異常警報が発報した。当日設備業者が調査し、チラーNo.2の圧力計の表示が通常より低く、冷媒漏えいの可能性が高いことから、冷媒を回収し、窒素ガスを封入した。このとき、冷媒の回収量が0kgであったことから、漏えい量はチラーNo.2の初期充てん量である14kg程度と推定された(※当該冷凍機は3台のチラーを同一架台に設置し、ブライン共通とした構造)。3月31日に再調査を行い、凝縮器からの漏えいが確認された。凝縮器前後のバルブを閉止した状態で窒素によって加圧したところ、外部への漏えいがないにもかかわらず圧力が低下したため、熱交換部に穴が開き、そこから冷却水側へ冷媒が漏えいしたと考えられる。穴が開いた原因は、何らかの要因で凝縮器の冷媒配管が腐食したためと推定される。","d","a","a","b","d"
143,9462,"事業所内の冷水チラー設備(第2種製造)を運転中に、冷却水又は冷媒の量が少なくなっているとの警報を確認したため、設備を停止した。状況調査を実施したところ、通常14kgある冷媒が5.3kgに減っており、8.7kg漏れていることが判明した。現時点で原因は不明で、詳細調査を実施中である。","d","d","a","c","a"
144,441,"アミノ酸の原料をつくる水素添加釜（高さ1.6m,直径80㎝)の内部にビニールホースをさし込んで水洗いしていたところ、突然爆発が起こり、上部の取り出し口（直径20㎝)から熱風が吹き上げた。このため、内部をのぞき込んでいた者が火傷した。","a","d","f","a","b"
145,16800,"12月29日12：50頃、係員がガス装置で固定式ガス漏えい検知器の吹鳴を確認した。直ちに現場を確認したところ、熱交換器出口配管上部からLNGが漏えいしていることを発見したため、119番通報とともに、装置の緊急停止した。調査中","a","d","a","c","a"
