"","No","事故状況","ガス種","原因","結果","突発性","状況"
287,7454,"液化天然ガス貯槽設備で、8月20日、気化器付近でわずかな音の変化を聞いた。8月25日、日常点検で微量の漏えいを検知したため、メーカーへ連絡した。直ちに、メーカーが調査したところ、LNGが気化器から漏えいしていることを確認したため、気化器を解体した結果、気化器内部の気化コイルにき裂が発生していた。原因は、コイル溶接部のき裂部分を採取し調査中である。","a","d","a","c","a"
31,16527,"現場のガス検査検知警報器発報により、配管からLPG漏えいを発見した。ダミーサポートのウィープホールから侵入した外気中の湿気が曲げ管表面で結露して湿潤環境を形成し、外面腐食が進行したことにより開口、漏えいに至った。","a","a","a","b","a"
193,14972,"7月22日に当該冷凍設備の冷却能力低下が生じたため、稼働を停止した。24日から26日にかけて、メーカー及び自社が検査するも、フルオロカーボン漏えいの確証に至らなかった。27日にフルオロカーボンを全量回収したところ、充てん量260kgに対し、100kgしか回収できず、160kgの漏えいを確認した。8月1日に窒素により保圧を設計圧近くまで上げて再検査したところ、一部の配管フランジガスケット部及び油用液面計メタルタッチ(接続部)から漏れがあることを確認した。8月15日に漏えい部と推測される配管フランジガスケット部及び油用液面計メタルタッチを交換し、保圧検査を実施した。8月23日7時の時点で、圧力低下がないことを確認した。原因は、当該ガスケット部等3箇所が劣化(硬化)したためと推定される。","d","a","a","b","d"
416,18132,"12月6日（月）15時に空気液化分離装置の保冷槽に着氷を確認した。通常は保冷槽表面に着氷は発生しないため、保冷槽内部に低温ガスの漏えいがあるものと推定される．漏えいガスは空気又は窒素であるが現在調査中である。","d","d","a","c","a"
318,8555,"メカニカルシールからのガス漏えい検知用のガスディテクターにより漏えいを感知し、調査の結果、当該ポンプのメカニカルシールからの漏えいを発見した。該当ポンプをブロックして縁切りし漏えいを停止させた。原因は、メカニカルシール管理不良と推定される。","d","b","a","b","a"
420,6890,"医薬品工場において、冷凍設備の冷媒ガス（フルオロカーボン22）の漏えい試験を実施していたところ、保温材被覆部のブライン冷却器液位計配管（STPL39)の溶接部にピンホールが発見され、当該ピンホールから冷媒の漏えいが確認された（推定漏えい量:約50kg）。この冷凍設備は、平成19年11月から運転を停止しており、設備維持のため2週間に1度は運転状態での点検（液位、電流値、圧力等）、月に1度は停止状態でリーク点検を行っている。8月8日の運転状態での点検では、異常はみられなかった。当該配管部分は保温材に被覆されており、常に結露した状態となっていたため、外面腐食が進行し、ピンホールが生じたものとみられる。対策として、全冷凍設備の保温部の目視点検及び漏えい試験を実施し、また発災冷凍設備と経過年数が同程度の設備については、保温施工部の解体及び点検を実施することとした。また、冷凍設備の保温部の管理基準を策定・実施、及び保全部門に対する保安教育を実施することとした。","d","a","a","b","c"
295,17578,"冷凍機制御盤点検（自主検査）後の試運転時に、フロンチェッカーにて各所漏れチェックしていた際に過冷却器本体出口と配管の溶接部からの冷媒漏れを発見した。漏えい量は1.0kg。","d","d","a","c","c"
541,12783,"冷却水である海水の排出ピットに設置してあるガス検知器が発報した。直ちに装置を停止し、漏えいは停止した。接続されている熱交換器を調査したところ、フローティングヘッドカバー締結部から漏えいが認められた。開放検査後のフローティングヘッドカバーのボルトは基準トルクで締め付けられていた。今回緩みを確認したところ、わずかな緩みが認められた。また、ガスケットの潰れが不均一であった。原因は、ボルトを確認したところ、片側のナットが固着しているものがあり、固着したナット側を締め付けたことによる締め付け不足と考えられる。さらに2012年以降の触媒再生後の切替作業で温度変動があり、熱影響により締め付け力の低下を助長したものと推定される。","a","b","a","b","a"
274,13562,"2時58分に、製造運転後の降圧行程において、作業員が「CO2循環槽底弁の閉止要求メッセージ」を確認したが、弁を閉止せず(後回しにした)に、他の作業(本降圧行程と並行して実施しないこととされていた)を継続し、その作業の終了後、休憩に入った。3時6分、工程どおり、製造設備内の圧力が5MPaまで下がったタイミングで自動弁が開き、設備内の炭酸ガスが排気ラインから放出された。4時、休憩から戻った作業員が、アラームの音でCO2循環槽底弁の閉止忘れに気づき、弁を閉止したが、CO2循環槽内および同槽への補充用容器ユニット内の炭酸ガスが排気ラインから全量放出されていた。漏えい量は、炭酸ガス約330kgと推定される。原因は、CO2循環槽底弁の閉止を要求するメッセージを確認したにもかかわらず、他の業務を優先して行っているうちに、弁の閉止を忘れたためと推定される。CO2循環槽底弁を閉止した。原因調査を実施した。対策として、①リスクが大きな作業等が行われている間に、担当作業者が他のフロアで作業を行うことを禁止する。②CO2循環槽底弁の閉め忘れによるリスクについて、周知･徹底した。③暫定措置として、降圧行程において炭酸ガスの流量に変動があった場合、アラームを出すとともに、降圧行程および放圧を停止するようインターロックを設定した。また、CO2循環槽底弁の閉止について、作業者と班長によるダブルチェックを行うこととした。④恒久対策として、CO2循環槽底弁を自動弁に変更する(予定)。","d","b","a","a","b"
353,1814,"接着剤の原料となる石油樹脂製造工場の計器室で異常を発見し現場を確認したところ、高圧分離器の液面調節弁付近から水素ガスが噴出し火災となった。反応塔を出た製品（触媒を含む）と水素ガスは高圧分離器へ入り気液分離を行い、分離された水素ガスは熱交換器を通りリサイクルされる。製品は高圧分離器に溜まり、あるレベルになると抜き出される。事故発生箇所は液面調節弁フランジ部でレンズガスケット位置がずれていた上に事故時製品の抜き出しを行っており、その圧力変動によって気密性が悪くなり漏えいしたものとみられている。","a","a","b","c","d"
521,2246,"韓国から返却された残ガス容器171本が10個のパレットに分割され埠頭に陸揚げされた。1個のパレットに47㍑容器17本が3段に横積みされており、この内の1本の容器保護キャップから火炎が出ているのを荷役作業員が発見しパレット上の他の容器と分離した。作業員が消火器で消火しようとしたが消火できず消防署へ通報した。現地ではガス名が不明のため付近での荷役作業を中止させ警戒中、漏えいしたガスがモノシランガスと判明したので消防車により放水冷却を行った。火炎が出なくなった段階で保護キャップを外しバルブを閉め直した。調査の結果、容器バルブ及び口金キャップの締付けが不十分であり輸送時又は荷役時にゆるんだもの。","c","a","b","c","d"
95,12184,"運転中に「低圧異常」の表示により停止した。復帰後に運転再開したものの「低圧異常」が発生し、再度復帰させ運転したが、「低圧異常」により停止したことから、運転を中止した。設備製造メーカーにより原因調査したところ、リキッドインジェクション配管フレア部分よりガス漏えいを確認した。原因は、過去の圧縮機交換における施工時において、リキッドインジェクション配管フレア部への無理な力が加わった可能性があることを含め、圧縮機の振動により疲労破壊したと推定される。圧縮機の異常振動の原因については調査中である。今後は、点検方法や事故対策マニュアル等を再点検する。","b","a","a","b","a"
256,12811,"運転員がパトロール中に、エアフィンクーラー入口部付近より油水が漏えいしていることを確認した。原因は、当該不具合の前に装置にて処理していた原油中に、有機塩素を含んだ化合物が混在しており、これが常圧蒸留装置にて重質ナフサとともに留出され、水添脱硫接触改質装置に供給されたためと推定される。その後、有機塩素化合物は、反応塔にて塩化水素となり、注入水の存在下で凝縮水とともに塩酸を生成し、流速の早くなる入口部で、エロージョン/コロージョンによる減肉を発生させたと考えられる。なお、当該有機塩素は、原油を採掘する油井で配管等の汚れ除去のための添加剤に含まれているとのことであり、原油受入に際して原油中の有機塩素を測定したところ1ppm未満であったが、精製の過程で濃縮され、通常であればナフサ中の含有量は1ppm未満であるところ、今回は26ppm含まれていたとのことである。同チューブは2014年2月に取り替えたものの、1年程度で肉厚3.05mmのチューブが開孔に至っていることから、従来と比較して腐食性の高い塩酸が減肉を加速させ、短期間での開孔に至ったと推定される。今後は、①チューブ部分取替および当該入口管端部へのフェルールを設置する。②次回機器更新まで定期肉厚測定等を行う。③原料および排水の性状管理を強化する。④原料pH調整設備の設置およびpH管理を強化する。","c","d","a","b","a"
21,2958,"冷凍事業所で冷凍機の出口側に設置された油溜器排気配管の袋ナット部からフルオロカーボンが漏れているのを発見し上司に連絡し増し締め作業に入った。まず下流側に取付いたドレンポット、凝縮器及び排気ポンプの元バルブを閉め、冷凍機の出口バルブ及び油溜器の元バルブを開けたまま排気配管の袋ナットを緩め、内圧を抜く操作を行ったところ、緩め過ぎて袋ナットが外れフルオロカーボンが噴出した。作業者は素手で袋ナットを締めようとしたため手に凍傷を負った。","d","d","d","c","a"
99,17115,"定期自主検査に伴う気密試験を実施したところ、当該蒸発管の銀ろう溶接部から、カニ泡程度の漏えいを覚知した。","d","d","a","c","c"
78,17184,"7月14日3時30分頃、現場巡回点検中に反応塔付近で異音を感じ確認したところ、当該配管流量調節弁の上流ドレン弁付近から水素ガスの漏えいを発見した。上下流配管の手動弁を閉止して漏えい拡大防止処理をし、4時11分に消防共同司令センターへ通報した。今回の漏えいで周囲に水素ガス以外（油等）の漏えいが無いことを確認した。","a","d","a","c","c"
478,1672,"尿素合成装置を運転していたところ、合成塔のスチーム洗浄配管からアンモニアが噴出しているのをパトロール中の従業員が発見し、散水により除害作業を行うとともにプラントを緊急停止した。材料の選定ミスにより応力腐食割れを起こしたもの。","c","b","a","c","a"
274,15115,"5号空気分離装置の定期点検が終了し、冷却運転を開始したところ、外槽内圧力が降下せず、通常よりも高い圧力であったことから、装置を停止して内部の目視点検をした。点検の結果、凝縮器接続の放出用配管が損傷(割れ)していることを確認した。5号空気分離装置は定期点検のため、外槽内を低温から常温にする全加温という工程を実施していた。全加温した際には、塔および配管は熱膨張により上方に変位するが、配管のガイドサポートであるUボルトが接触して配管を拘束したため、配管だけが固定された状態で応力が働いたことで塑性変形し、配管に割れが発生した。割れが生じたまま設備を立ち上げたため、窒素ガスが外槽内に漏えいし、外槽内圧力が上昇した。運転禁止とし、放圧を行った。","d","a","a","b","b"
206,14494,"1月13日(金)夜、集中合理化装置群および重油間接脱硫装置群の減圧軽油脱硫装置反応塔差圧計において、指示不審となったため、作業員が点検を開始した。14日(土)朝、点検中であった作業員が異臭を確認した。ガス検知器を用いて漏えい箇所の探索を行ったところ、10時頃、差圧計導圧配管の保温材内部からガスを検知した。直ちに、当該箇所の上下流のバルブを閉止するとともに、同所周辺を立入禁止とした。差圧計導圧配管の保温材を撤去するとともに、配管に対し、目視検査、浸透探傷検査、金属組織検査及び保温材の分析を行ったところ、漏えい箇所は配管の外面応力腐食によるものであった。","c","a","a","b","a"
393,9413,"事業所内で、定期パトロール中にアミン臭気を感じたため調査を実施したところ、配管からメチルアミン混合液が漏えいしていることを確認した。直ちに弁を閉止し、ストラブクランプにより漏えい箇所の処置を行った。漏えい箇所は、外部腐食により錆が生成しており、2010年に錆の処理が不十分な状態で上塗り塗装が行われたため、錆が成長を続けたためと推定される。なお、2011年の検査では、錆の存在が見落とされていた。今後は、塗装が上塗りで終わらないよう、設備管理部門において工事管理の徹底を図る。","c","b","a","b","d"
106,15208,"精製エチレンカーボネート(EC)工場で使用している冷凍機(スクリュー式開放圧縮機)から異音が発生し、数十秒後に圧縮機電動機の定格電流上限(90アンペア)により、異常停止した。異常を検知し、現地を点検したところ、電動機の反駆動側(圧縮機と反対側)のシャフトが大きく変形し、ベアリングボックス、電動機冷却ファンやファンカバーが破損していた。破損していたファンカバーが近くにあったオイルセパレーターの圧力スイッチの導管部分を折損し、オイルセパレーター内のフルオロカーボン22が漏えいした。電動機ベアリングの油切れによりベアリングが焼き付き、電動機のシャフトが変形およびベアリングボックスが破損した。これにより、電動機冷却器ファンカバーが外れ、当該ファンカバーがオイルセパレーターの圧力スイッチ導管を折損した。","d","a","a","c","a"
398,17406,"8月22日13時頃、操業員がメラミン合成施設（スタートアップ中）のレベルタンク液面調節弁周辺の保温材から、微量の白煙（メラミン結晶）が発生していることを発見し、周辺の調査を開始した。
14時30分頃、保温材を取り外した後、周辺のメラミン結晶を除去し、バルブボンネット部からの漏えいであることを特定。
15時頃、締付ナットを増し締めし、漏えいを停止。","a","d","a","b","a"
138,17885,"この水素ステーションは、平日の13時から16時30分を営業時間として、燃料電池自動車（FCV）に２㎏から４㎏の圧縮水素を圧力70～80メガパスカルまで充填販売しているステーションである。整備に関しては、自主点検、メーカー月次点検の他に、定期自主検査を２週間強の期間をかけて実施しており、令和２年度は９月に定期自主検査を実施した。
令和３年７月31日（土）、通常通り開店前にディスペンサー内（緊急離脱カプラー部分を含む）及び充填ホース先端まで80メガパスカル弱の運転圧力にて保圧試験を行い、漏洩がないことを確認した上で、13時より営業を開始した。
同日15時57分に蓄圧器に水素を蓄圧するため水素圧縮機を起動したところ、水素圧縮機室内の拡散式ガス検知器が水素漏洩を検知・発報し、インターロックにより全設備を緊急停止した。設備外に漏洩による影響なし。
令和３年８月１日（日）水素ステーション保安員にて漏洩箇所調査を行い、水素圧縮機５段バルブブロックに漏洩（石鹸水によるカニ泡）を確認。
令和３年８月10日（火）漏洩箇所（水素圧縮機５段バルブブロック）を開放点検し、Oリングの破断を確認。新品交換し復旧。水素圧縮機を段階的に所定圧力（82メガパスカル）まで昇圧し、漏洩がないことを確認した。","a","a","a","c","a"
264,11337,"希硝酸4系プラントをタンクバランスにより計画停止中に、ガス漏えい検知器が発報したため、運転員が現地を確認したところ、S-453液安ミスト分離器の液面計高圧側バルブグランド部よりアンモニアの漏えいを確認した。直ちにグランドの増し締めを行い、漏えいは停止した。原因は、バルブグランド部の初期応力緩和によるグランドパッキンの緩みと推定される。今後は、新規設置後、運転状態でシール部の初期の緩みがないことを確認する。また、他の高圧ガスプラントへ水平展開する。","c","b","a","b","d"
79,10374,"事業所内の1号棟機械室に設置している、スクリュー冷凍機の圧縮機と出側圧力計の配管フレア部に発生したき裂により、冷媒ガスが漏えいした。原因は、微振動による疲労と推定される。","d","a","a","b","a"
196,15076,"9月26日の月例点検で、No.2気化器入口配管からガス検知器の反応があった。保冷を外して石けん水をかけたところ、気泡が確認されたため、ガス漏えいを確認した。その後、No.2気化器入口及び出口バルブを閉止し、ガス放出及び窒素置換を実施した。なお、No.1気化器については、ガス検知器の反応はなく、ガス漏れなしと確認している。今回、漏えいした場所は気化器の入口溶接部である。気化器はローリの受入時やLNG使用状態･外気温状態による貯槽圧力の変化により、LNG流量が変動しやすい特性がある。このため、LNGの全て気化ガスに代わる部分がコイル内で上流側･下流側への移動を繰り返し、コイル内には繰り返し熱応力がかかっていたものと推定される。","a","a","a","b","c"
165,9497,"事業所内の灯軽油水添脱硫装置で、現場運転員が携帯式ガス検知器により、UC-421吸入側圧力計導圧管からの可燃性ガス漏えいを発見した。保安上の措置として、直ちに配管の元弁を閉止した。原因は、漏えい箇所は直管を曲げ加工した部分であり、そこでメイクアップガス水素に微量含まれるH2S混じりのドレン水による湿性硫化物腐食が発生し、経年的に配管内面が減肉したためと推定される。また、この装置については、2009年にドレン滞留箇所を対象に抜取りの検査を実施していたが、開孔箇所は未測定部位であり、曲げ加工による扁平薄肉を考慮した抜取り検査が出来ていなかったことも一因として考えられる。今後は、曲がり部はソケットフィッティングを使用し、曲げ加工を使用しないこととする。また、肉厚測定の際に、曲げ加工管を測定ポイントとする。","a","a","a","b","a"
492,1340,"軽油水添脱硫装置の内部を清掃するため冷却とＦeＳの不活性化のため軽油を張り込み底部から抜き出す作業を行っていたところ、液面確認用ビニルチューブの元バルブが開いていたため軽油が噴き出し、隣接するナフサ水素化反応塔の高温部にふれて着火した。","a","b","b","a","c"
40,10453,"事業所で、日常点検時に、液化窒素蒸発器上部から冷気が漏えいしていることを発見した。直ちに、蒸発器の使用を中止し、確認したところ、配管溶接線部に沿ってき裂が生じ、窒素ガスの漏えいを発見した。原因は、この機器は昭和60年に設置されたもので、経年劣化、及び予冷による熱収縮での引っ張り応力が影響したためと推定される。","d","a","a","b","a"
347,2030,"染料開発装置の苛性ソーダ液槽（FRP製）に台秤の上に固定した塩素容器（50㌔用）からガスを吹きこんで、ハイポ液（チオ硫酸ソーダ）300㍑を製造する作業を行っていた。塩素27㌔を約5時間で吹き込む予定で容器のニードル弁を調整したが、しばらくして塩素の吹込量を確認したところ予定量より少ないため温水を直接容器にかけて塩素の吹込量を調整し、いったん作業場を離れた。約１時間後、塩素容器の可溶栓からガスが漏れているのを発見したので、可溶栓にホースを取り付け、苛性ソーダ槽に送りこんだ。温水の温度が上がりすぎたため、可溶栓（融点61℃）が溶けたもの。","c","a","a","a","a"
503,10603,"オペレーターの定期巡回中に五感により漏えいの可能性を感知し、調査の結果、当該フランジより漏えいを発見した。増し締めを実施した。原因は、締結管理不良と推定される。","a","b","a","b","d"
15,435,"10,000㌧アンモニアタンクから港に停泊中のタンカ－へ液化アンモニアを充てんしていたところ，地下埋設導管部からガスが漏えいしているのを発見し、直ちに輸送を止めた。当該導管は総延長1800ｍあり，この内地下埋設導管は330ｍである。調査の結果，導管の周溶接部が全周にわたつて割れ，左右に20㎜づれていた。溶接部に溶込み不良があり，また導管は埋設されており温度変化による伸縮が妨げられた構造となっていた。当該導管は使用開始後6ｹ月しか経っていない。付近住民も軽度の中毒にかかった。","c","a","d","b","b"
460,15162,"5時30分頃、液安貯蔵施設300t液安枕形タンクの点検中にアンモニア臭がしたため、班長へ通報し、調査を開始した。5時40分に、300t液安枕形タンクのフロート式液面計チェックハンドル部からの漏えいを発見した。直ちに液面計取り出しノズル元弁を閉止することによって貯槽側と縁切りを実施するとともに、漏えいしている液面計内に滞留するガスについては、工水ホースからの散水による除害措置を開始した。13時15分に、アンモニア検知管により、漏えいがないことを確認した。原因は、フロート式液面計チェックハンドルのグランド部樹脂シール材が劣化したためと推定される。11月27日に液面計の分解補修を行った。","c","a","a","b","c"
200,7230,"当該出荷設備を使用開始したところ、スイベルジョイントからの漏えいを確認した。ブロックして縁切りし漏えいを停止させた。原因は、可動シール部管理不良と推定される。","a","b","a","a","c"
392,7141,"12月29日、検針のため消費先の供給設備を確認したところ、設置されていたＬＰガス20kg容器2本のうち1本が取り外されていた。消費者、配送担当者等に確認したが、容器の所在が判明しないため盗難と判断し、警察に通報し、盗難届を提出した。今後、容器格納庫等の設置を検討することとした。","a","a","h","a","d"
379,7579,"装置スタートアップにおいてオペレーターの定期巡回中に五感により漏えいを感知し、調査の結果、当該ノズルのフランジ部より漏えいを発見した。増し締めにより漏えいは停止した。原因は、締付け管理不良と推定される。","a","b","a","a","c"
419,305,"5.5㌧タンクローリから10㌧タンクに液化塩素を充てん中、中和塔から煙が放出しているのを認め、直ちに充てんを中止するとともに、タンクの元バルブを閉めたが中和塔からのガスの放出が止まらず、約15分間放出が続いた。配管のバルブが１ヵ所完全に閉まっておらず、中和塔の能力以上に大量のガスが流入したもの。","c","b","b","b","d"
294,6754,"化学工場において、運転員がパトロールを実施していたところ、アンモニア冷凍設備のエバコン（散水式凝縮器）に異常を発見した。pH試験紙を使用して確認したところ、アルカリ性を示したため、微量なアンモニア漏れが発生しているものと判断し、直ちに冷凍設備を停止した。漏えい個所は、エバコンチューブ（STPG370 20A Sch40S）の溶接線近傍であった。チューブを半割りにして確認したところ、内面腐食はなく、外面腐食によって溶接線近傍にピンホールが発生したことが判明した。エバコンチューブは、ガスチューブ上部より水を散布して内部ガスを冷却する装置であり、外面に全面腐食が発生する環境であったが、発生箇所は構造的に冷却水が掛かりにくい部位であり、特に温度が高い部分であった（湿潤箇所：30～100℃、乾燥箇所：100℃～150℃）。また、チューブにはスケールが付着していた。このため、スケール下で溶接線近傍が選択的に腐食し、ピンホールが発生したために漏えいに至ったと推定される。応急的な対策として、当該エバコンは使用を中止、廃棄することとし、休止中のエバコンを、健全性を確認した上で転用した。また、恒久的な対策として、腐食環境下にあるエバコンから、点検及びメンテナンスが容易なチューブ式熱交換器、ユニット式冷凍機への変更等を今後検討することとした。","c","a","a","b","c"
392,1129,"常圧蒸留装置を運転していたところ、スタビライザーから送られてくる炭化水素ガスを冷却し、気液に分離するリフラックスドラムの鏡板に長さ72mmの応力腐食割れが発生しガスが漏えいした。当該ドラムの下半分はガナイトによってライニング（厚さ25mm）施工されている。発生箇所は液入口側の鏡板フランジ部（気相側）であり、鏡板の周継手に対して直角方向に割れ、鏡本体側から発生した亀裂が熱影響部で止まっている。調査の結果、割れ近傍のブリネル硬さが異常に高く、冷間加工後の応力除去焼鈍が実施されていない。SB46、SB49等の50㌔高張力鋼は、当時最も扱いにくい鋼種であり、冷間加工による加工硬化、溶接残留応力の重疊により、また硫化水素の腐食環境下にあったことから硫化水素による応力腐食割れに至ったものと思われる。","c","b","a","b","a"
116,1156,"ポリエチレン製造プラントの重合反応器内で異常反応が起こり、破裂板が作動、付近の住民に聞こえる程度の音が出た。何らかの原因で急激な重合反応が発生したために、エチレン供給による冷却とのバランスが崩れ逆に分解反応が促進され、ガスの発生に伴って圧力上昇がおこったものと思われる。","a","d","b","c","a"
399,2356,"減圧蒸留装置から溜出するアスファルトを重質油熱分解装置に送り高温下で熱分解し、油・ガス分解生成物及びコークスを生成する。この分解ガスを圧縮して燃料ガス、液化ガス及び分解ナフサを精製する装置で、水洗塔の液面計下部配管に腐食による穴があき内容液が滲み出しているのを発見した。応急補修方法について関係者で協議したところ、漏えい箇所は当該装置を停止せずに液面計下部のドレンノズルから水を注入することによってシール可能であると判断しボックスイン方式による補修工事を行っていた。補修溶接の歪みによって開口部が拡大しガスと水が瞬時に噴出し溶接の火花によって着火した。","a","b","b","b","c"
89,166,"容器置場でタンクローリに水素ガスを充てん中，突然配管の溶接部が破裂しガスが噴出し燃え出した。噴出したガスの静電気によつて着火したとみられている。タンクローリには約1100m3の水素ガスが積載されており，燃えつきるのに2時間かかった。","a","a","b","c","a"
88,12072,"5月14日(水)22時15分に、No.1冷凍機の異常アラームが発生した。現場確認し外観上特に異常が見受けられなかったため、リセット後に再起動を実施した。再起動ができたので、運転を継続した。5月15日(木)朝、夜勤者から申し送りを受けた設備担当者が、運転を継続しながら当該冷凍機の吸入圧力の状態を確認した。圧力が上がらないため、11時00分頃にNo.1冷凍機を停止(No.1冷凍機は現在も停止中)し、No.2冷凍機のみで運転を継続した。5月16日(金)に、メーカーが点検を実施した。冷媒を補充するも状況が改善しなかったため、膨張弁不良と予測し、膨張弁を手配した。5月21日(水)13時00分頃に、メーカーが設備担当者立会のもと、膨張弁交換作業を行うための前処理として冷媒抜き作業に入ったが、作業時に水の混入を発見(通常であれば水の混入はない)したため、本異常は膨張弁不良以外に別の要因である可能性も推測し、冷媒抜き作業を中止した。13時00分頃から15時00分頃に、設備担当者が冷凍作業責任者に連絡し、当該設備を確認した。その後、運転記録、関係図面等を確認し、再度当該設備の状態を確認した。15時00分頃に、設備担当者、冷凍作業責任者は何らかの要因で冷媒が漏えいし、圧力低下に至ったと判断し、関係者を招集し状況等の確認を実施した。当該機はブライン(エチレングリコール)仕様の冷凍機として当初使用していたが、ブラインを冷水に変更した(2012年7月)。原因は、冷水にて運用したことおよび設備側のブライン配管にストレーナを設置していなかったため、錆やゴミ等の異物が蒸発器内に詰まり、蒸発器が部分的に凍結パンクを起こしたため、冷媒が漏えいしたものと推定される。今後は、メーカーの仕様に合わせて運用を行うこと、また、仕様を変更する時は事前にメーカーにも相談し対応を協議することを徹底する。","d","d","a","b","d"
388,15776,"8/1　18:10頃、事業所職員が現場パトロール中に、残油流動接触分解装置群C-5地区において、重油からガソリンを精製する過程で発生した可燃性ガス(以下、｢C1-C4ガス｣という)を分離するための塔槽(VRU-TW-01)脇のスタンドパイプ(配管)付近から、C1-C4ガスの漏えいを覚知した。なお、当該スタンドパイプは、塔槽の液相部および気相部に接続しており、両相間の気圧差により塔槽内の液面レベルを計測する役割を持っており、漏えい箇所は、C1-C4ガスの気相部分に接続する配管の一部であった。
漏えいを覚知した職員から連絡を受けた事業所担当者は18:15頃、消防および県へ通報するとともに、18:20頃、漏えい発生箇所上流のバルブを閉止し、縁切りを実施した。さらに、18:53、残油流動接触分解装置を緊急停止させた。
翌日の8/2、10:30頃事業所担当者が県に来課し、本事故にかかる事故状況報告書(速報)を提出した。漏えい箇所は差圧式液面計に接続する部位であり、常時流れのない水平な滞留部であるため、塔槽(VRU-TW-01)の内部流体中に含まれる硫化水素等の腐食性物質が微量の水分に溶け込み、腐食環境を生成した結果、内面腐食によって配管の減肉が生じ、開孔が生じたものと考えられた。","c","a","a","b","a"
61,1290,"エチレン製造装置の排液送給管に取付いている20Ａ枝管が凍結のため破裂し、ガスが噴出・着火した。","a","a","b","c","a"
64,17875,"2021/3/24 フロン排出抑制法に則った定期点検(3年に1回）の結果、当該機器でのガス不足（圧力不足）を確認。漏えい箇所がすぐにはわからず、後日詳細点検を実施することになった。
2021/4/8 メーカーによる漏洩検査（ソープテスト）の結果、室外機コンプレッサー吐出管でごくわずかな漏れが見られた。至急、当該配管とコンプレッサーの修理をメーカーヘ依頼した。
2021/4/27 当該配管・コンプレッサーの修理（交換）、およびフロン充填を完了した。
2021/5/12 高圧ガス保安法上の該当機器であることが判明。
2021/5/13 県ー報。
2021/6/1 当該漏えい部の材料解折を実施。","d","d","a","b","d"
123,17201,"運転員が定期点検時、反応槽出口配管に設置されている三方弁上流の配管に霜付きを発見した。内容物（アルキレート（高オクタン価のガソリン基材）とブタンの混合物）が漏えいしている可能性があるため、アルキレーション装置を緊急停止し、当該個所の縁切りおよび降圧作業を実施した。","a","d","a","c","c"
417,50,"U.Dプラント南西角メインパイプラック上のフレアーライン（径20内、厚4.6m/m)の2ヶ所に亀裂を生じフレアーガスが噴出して着火、約10分後に鎮火した。事故発生の際現場路沿いの緑化工事の為、作業中1名及び、たまたま通り合せた通行人1名が火傷を負った。パイプ溶接箇所の欠陥によるものと判断される。","a","a","f","b","c"
493,13150,"第一発見者(協力会社社員)が漏えい部近傍での工事作業中に異臭を覚知し、漏えいを確認した。発災当日は水素ガスの送気は行っていなかったが、当該配管には通常運転圧力(2.25MPa)が掛かっていた。漏えいは第3接触改質装置の水素移送配管からの水素ガスで、配管下部に局部的な外面腐食を認め、1箇所の穿孔(φ1mm)を確認した。原因は、周辺等の調査の結果、下記のとおり発生したと推定される。①パイプラック内の配管およびラックに付着した塩分が雨水により地面に落下し、地表面にて跳ね返り、当該配管下部に付着し、腐食が発生した。②過去、当該腐食発生部について、腐食進行防止のために防食塗装を実施したが、素地調整が十分でなかったために錆が塗膜下に残存した。③残存した錆は、外面側では軽微な塗膜膨れ程度、内面側では配管内面方向へ進行し、漏えいに至った。今後は、漏えいした配管並びに拡大検査に伴い、社内補修基準を満足しない箇所について取り替えを行う。拡大検査において、塗装膨れの有無も含めて全線目視検査を実施する。外面腐食検査要領の抽出基準を見直し、今回の事例を追記し、所員に周知する。海岸線配管については、見直した要領に従い、再度目視検査を実施する。","c","a","a","b","d"
380,3632,"石油精製工場の中圧水素化分解装置を運転していたところ、燃料油流量計の異常と加熱炉パージ用蒸気遮断弁の開放の警報を聞いた。確認のため現場に行くと、火災が発生していたので、プラントを停止すると共に消火活動を行い、約6時間半後に鎮火した。ガスの漏えいは配管のフランジ部から発生しており、そのフランジ部のガスケット面圧が不均一な状態であったことが原因である。","a","b","b","b","a"
221,17408,"8月30日9時頃、高圧吸収塔クーラー液の定時サンプリン後、サンプル弁を閉止したが内漏れ(1分間に1mL程度）が止まらなかったため、スチームで加温のうえ当該バルブを閉止し、9時30分に漏えいを止めた。","d","d","h","c","b"
27,10441,"事業所内で、ろ過装置の鉄製架台の一部をプラントから撤去し、廃棄のため細かく切断する際、アセチレンガス溶断作業を行っていたところ、アセチレン容器の圧力調整器付近(圧力調整器に接続している逆火防止装置付近)からアセチレンガスが漏えいして、溶断の火花で引火した。次第に火炎が大きくなり、加熱によって容器の溶栓が溶け、ガスが噴き出して引火し、炎を吹き上げた。また、アセチレン容器の隣にあった酸素容器の圧力調整器が破損し酸素ガスも漏えいした。その後、火炎が小さくなり、自衛消防隊の放水で消火及び容器等の冷却散水を行った。なお、人的被害及び類焼はなかった。原因は、アセチレン容器の圧力調整器と逆火防止装置との接続部が緩んでいたためと推定される。","a","a","b","b","c"
312,8423,"事業所内で、ローリーからCE設備へ液化窒素を充てん中、充てんラインのブローバルブ1次側の配管溶接部から、ごく微量の漏えいを発見した。原因は、ブローバルブの開閉操作による疲労と推定される。","d","a","a","b","b"
